"Species";"Site";"Model";"Nb Occ.";"Sample Bias";"Boyce_pvalue";"cAUC_pvalue";"AUC_pvalue";"TSS_pvalue"
"Aythya fuligula";"Trondheim";"RF";113;0,288;0,997897362560466;0,000160182157992178;0,97920498354112;0,963975468498585
"Aythya fuligula";"Trondheim";"SRE";113;0,288;NA;0,00000000149697468778514;0,122545661408839;0,123107413149088
"Bombycilla garrulus";"Trondheim";"ANN";445;0,893;0,0332829849264912;0,999999999998672;0,999980559561932;0,999220545892324
"Bombycilla garrulus";"Trondheim";"CTA";445;0,893;0,463227390919754;0,999998736272968;0,885193093496354;0,985714717861592
"Bombycilla garrulus";"Trondheim";"FDA";445;0,893;0,0647855500225833;0,999999999999977;0,99997833994941;0,974282751628686
"Bombycilla garrulus";"Trondheim";"GAM";445;0,893;0,410803967904201;0,999999999999857;0,999489056047261;0,924009479909421
"Bombycilla garrulus";"Trondheim";"GBM";445;0,893;0,00171461946126399;0,99999999999783;0,997519460812466;0,69357444633668
"Bombycilla garrulus";"Trondheim";"GLM";445;0,893;0,000170010422031688;0,999999999999999;0,999991604935137;0,993447839970142
"Bombycilla garrulus";"Trondheim";"RF";445;0,893;0,00333734682591306;0,999999997642886;0,933688387216388;0,647552374551389
"Bombycilla garrulus";"Trondheim";"SRE";445;0,893;NA;0,999999999999999;0,999999740802882;0,999999736441552
"Bucephala clangula";"Trondheim";"ANN";277;0,688;0,43772025678325;0,00000000000266133619638247;0,99956938235794;0,989963131012987
"Bucephala clangula";"Trondheim";"CTA";277;0,688;0,962428310503835;0,0000000000697822325925661;0,997661571961055;0,998356309609861
"Bucephala clangula";"Trondheim";"FDA";277;0,688;0,575941905698055;0,00000000000025925899892638;0,999994902652771;0,9996601863641
"Bucephala clangula";"Trondheim";"GAM";277;0,688;0,973926996385233;0,00000000000215875243048645;0,9999976999938;0,99996824640546
"Bucephala clangula";"Trondheim";"GBM";277;0,688;0,827388873231742;0,00000000000000246253128727193;0,999995851958414;0,999995911097915
"Bucephala clangula";"Trondheim";"GLM";277;0,688;0,999953736311773;0,0000000000178981147568041;0,999999379765941;0,999681142304205
"Bucephala clangula";"Trondheim";"RF";277;0,688;0,902334284817222;0,000000000000096632219546518;0,999997847267122;0,999972826951494
"Bucephala clangula";"Trondheim";"SRE";277;0,688;NA;0,000000000000221311955841202;0,977850377220423;0,97760814045978
"Calidris pugnax";"Trondheim";"ANN";23;0,154;0,422860609491828;0,829217450243415;0,83412216814294;0,613949099412524
"Calidris pugnax";"Trondheim";"CTA";23;0,154;NA;0,98053080036976;0,98154044046008;0,980846348250746
"Calidris pugnax";"Trondheim";"FDA";23;0,154;0,976074881368024;0,933444817219947;0,936040875017224;0,969865521400116
"Calidris pugnax";"Trondheim";"GAM";23;0,154;0,9956980420801;0,926030393357965;0,928799828351799;0,947599072915055
"Calidris pugnax";"Trondheim";"GBM";23;0,154;NA;NA;NA;NA
"Calidris pugnax";"Trondheim";"GLM";23;0,154;0,491134055561852;0,417909090496576;0,4274481015441;0,664008027047225
"Calidris pugnax";"Trondheim";"RF";23;0,154;0,999998786889644;0,244672799545461;0,25222947108253;0,440645053695386
"Calidris pugnax";"Trondheim";"SRE";23;0,154;NA;0,994086741496874;0,994392859244343;0,994392859244343
"Carduelis flammea";"Trondheim";"ANN";366;0,89;0,204180715479275;0,998407266321089;0,999953717585296;0,999482938311984
"Carduelis flammea";"Trondheim";"CTA";366;0,89;0,433889753309873;0,999988043827334;0,999999930712594;0,999999982160604
"Carduelis flammea";"Trondheim";"FDA";366;0,89;0,0112015467281617;0,999966423496058;0,999999880051354;0,999999138330135
"Carduelis flammea";"Trondheim";"GAM";366;0,89;0,437733522251371;0,999996374217261;0,99999999385184;0,999998803573102
"Carduelis flammea";"Trondheim";"GBM";366;0,89;0,415559517879936;0,999999954664563;0,999999999945378;0,999998377180006
"Carduelis flammea";"Trondheim";"GLM";366;0,89;0,00939387124566326;0,999999807970897;0,999999999757434;0,999999973946544
"Carduelis flammea";"Trondheim";"RF";366;0,89;0,0648449684864222;0,999999993369131;0,999999999990141;0,999999999003179
"Carduelis flammea";"Trondheim";"SRE";366;0,89;NA;0,999998480923681;0,999999998632197;0,99999999858909
"Certhia familiaris";"Trondheim";"ANN";216;0,877;0,0114003965222635;0,903087579823997;0,999940765865713;0,999412766782574
"Certhia familiaris";"Trondheim";"CTA";216;0,877;0,28628427534084;0,616497115313746;0,999170094790627;0,997691655857179
"Certhia familiaris";"Trondheim";"FDA";216;0,877;0,950403109801788;0,989360014080213;0,999999611311039;0,999579985501298
"Certhia familiaris";"Trondheim";"GAM";216;0,877;0,994300775195988;0,980288630712962;0,999997752548498;0,99965161466147
"Certhia familiaris";"Trondheim";"GBM";216;0,877;0,762830035579745;0,947320350053324;0,999994312405903;0,999364295361601
"Certhia familiaris";"Trondheim";"GLM";216;0,877;0,999906346809112;0,987390340125075;0,999999048178886;0,999980735385833
"Certhia familiaris";"Trondheim";"RF";216;0,877;0,980335169942258;0,990499157267967;0,999999856602636;0,999899576583108
"Certhia familiaris";"Trondheim";"SRE";216;0,877;NA;0,987405557818696;0,999999987551056;0,999999987603799
"Charadrius hiaticula";"Trondheim";"ANN";45;0,842;0,165695437770415;0,00000000000000136771071159265;0,596195288764997;0,711661072347227
"Charadrius hiaticula";"Trondheim";"CTA";45;0,842;0,000775260547911262;0,0000000000239844593065582;0,686624851369333;0,785101643991351
"Charadrius hiaticula";"Trondheim";"FDA";45;0,842;0,379048222637004;0,00000000000250586190017589;0,995171781868163;0,987033090862183
"Charadrius hiaticula";"Trondheim";"GAM";45;0,842;0,0595080542369488;0,000000000000371278772475698;0,94762225587759;0,952946801477333
"Charadrius hiaticula";"Trondheim";"GBM";45;0,842;0,999345780826238;0,000000000000416672444886268;0,980658625835287;0,926897720294092
"Charadrius hiaticula";"Trondheim";"GLM";45;0,842;0,0716458362699382;0,000000000290368732523644;0,998507745387222;0,9999535287467
"Charadrius hiaticula";"Trondheim";"RF";45;0,842;0,999998353339068;0,000000000033372783902124;0,998607985237867;0,994002480340391
"Charadrius hiaticula";"Trondheim";"SRE";45;0,842;NA;0,000000000136413999782777;0,98901738995389;0,988972867414381
"Cinclus cinclus";"Trondheim";"ANN";135;0,73;0,144941652083179;0,00000000356775822397316;0,998656400516167;0,999156128723642
"Cinclus cinclus";"Trondheim";"CTA";135;0,73;0,311559332686394;0,0000000000892883978601954;0,892614761883498;0,921370027770717
"Cinclus cinclus";"Trondheim";"FDA";135;0,73;0,249589248117637;0,0000000000187260057407766;0,999332124976048;0,991948099246416
"Cinclus cinclus";"Trondheim";"GAM";135;0,73;0,162054249163772;0,000000000000518278876240904;0,983081421545589;0,947145545200544
"Cinclus cinclus";"Trondheim";"GBM";135;0,73;0,990394212900455;0,0000000000000564063145275987;0,996392682401764;0,996396444657218
"Cinclus cinclus";"Trondheim";"GLM";135;0,73;0,996110069757692;0,0000000200101898640331;0,994530046027295;0,946321042640494
"Cinclus cinclus";"Trondheim";"RF";135;0,73;0,996921292619508;0,00000000000119630770348118;0,998612499942199;0,998111624440478
"Cinclus cinclus";"Trondheim";"SRE";135;0,73;NA;0,0000000000484298659951941;0,949814637454713;0,948441551711406
"Coccothraustes coccothraustes";"Trondheim";"ANN";150;0,502;0,326444430647301;0,995719440247389;0,999999999690488;0,999999999777281
"Coccothraustes coccothraustes";"Trondheim";"CTA";150;0,502;0,290926256121883;0,861028588553249;0,999990005367891;0,999999838228563
"Coccothraustes coccothraustes";"Trondheim";"FDA";150;0,502;0,00517295803704071;0,923393975102757;0,999999990966938;0,999999999639161
"Coccothraustes coccothraustes";"Trondheim";"GAM";150;0,502;0,430665101405736;0,913794721409352;0,999999959908812;0,999999985666606
"Coccothraustes coccothraustes";"Trondheim";"GBM";150;0,502;0,035505578515289;0,671110188784434;0,999998898289721;0,999996888097616
"Coccothraustes coccothraustes";"Trondheim";"GLM";150;0,502;0,935378467425225;0,942945812659218;0,999999996314823;0,999999999268106
"Coccothraustes coccothraustes";"Trondheim";"RF";150;0,502;0,592798230296179;0,799748385025721;0,999999974110953;0,999999891377683
"Coccothraustes coccothraustes";"Trondheim";"SRE";150;0,502;NA;0,629284985645463;0,999999820225477;0,999999833294242
"Cygnus cygnus";"Trondheim";"ANN";194;0,944;0,408643859214804;0,0777103439853787;0,999997557072735;0,999996770768615
"Cygnus cygnus";"Trondheim";"CTA";194;0,944;0,754309543662149;0,000000311819634245642;0,992001471098239;0,999508716488676
"Cygnus cygnus";"Trondheim";"FDA";194;0,944;0,038887026095614;0,0000000000379506796186224;0,889622144941487;0,997177091390304
"Cygnus cygnus";"Trondheim";"GAM";194;0,944;0,0901034182148384;0,0000000000258728959925646;0,87486229139952;0,993512372186968
"Cygnus cygnus";"Trondheim";"GBM";194;0,944;0,0477432202252197;0,000000000129289817592391;0,937776886847577;0,999488960366148
"Cygnus cygnus";"Trondheim";"GLM";194;0,944;0,045588892059093;0,000000000126217658161421;0,946809585419214;0,994363707539262
"Cygnus cygnus";"Trondheim";"RF";194;0,944;0,159624988914608;0,0000000275197668117897;0,993661922424565;0,996523484850656
"Cygnus cygnus";"Trondheim";"SRE";194;0,944;NA;0,0134992889207627;0,999999996692987;0,999999996827107
"Delichon urbicum";"Trondheim";"ANN";109;0,841;0,0135231478253231;0,0000000000000030827802385242;0,360075266945765;0,178142078516927
"Delichon urbicum";"Trondheim";"CTA";109;0,841;0,391946214736083;0,00000000123158795390941;0,910586002177758;0,826039087033267
"Delichon urbicum";"Trondheim";"FDA";109;0,841;0,0103753727786264;0,00000000000000000123116949655523;0,0736061450417846;0,0375253226999452
"Delichon urbicum";"Trondheim";"GAM";109;0,841;0,00193061141720838;0,0000000000000000129670771271112;0,0691124058813041;0,0467489312464678
"Delichon urbicum";"Trondheim";"GBM";109;0,841;0,00407522392543845;0,0000000000000000910752543852267;0,191287940620222;0,0886593434202821
"Delichon urbicum";"Trondheim";"GLM";109;0,841;0,0809284956971243;0,0000000000000000166845523561661;0,200487171768964;0,0440108270617902
"Delichon urbicum";"Trondheim";"RF";109;0,841;0,000277448368852506;0,0000000000000000531136827331077;0,264253220875203;0,172000359007558
"Delichon urbicum";"Trondheim";"SRE";109;0,841;NA;0,000000020538478304821;0,984876142201544;0,98490073340991
"Dendrocopos major";"Trondheim";"ANN";485;0,828;0,0519958900396881;0,758519542480038;0,299634783080991;0,19853868995638
"Dendrocopos major";"Trondheim";"CTA";485;0,828;0,995731109882102;0,979644606415482;0,770192207359695;0,858309364076862
"Dendrocopos major";"Trondheim";"FDA";485;0,828;0,00000316071653258376;0,647774552240125;0,0660245652744599;0,151638200898021
"Dendrocopos major";"Trondheim";"GAM";485;0,828;0,0260794510403358;0,988246958669291;0,618339992465072;0,248657450940238
"Dendrocopos major";"Trondheim";"GBM";485;0,828;0,0830947802183726;0,987155819423904;0,62693163006616;0,489082766881941
"Dendrocopos major";"Trondheim";"GLM";485;0,828;0,0000247660889338919;0,999987968530016;0,993390936434055;0,988038223735793
"Dendrocopos major";"Trondheim";"RF";485;0,828;0,00344466624912264;0,958634398405719;0,533732632048277;0,833204573637512
"Dendrocopos major";"Trondheim";"SRE";485;0,828;NA;0,999999999972495;0,999999964167706;0,999999962492607
"Dendrocopos minor";"Trondheim";"ANN";62;0,743;0,440309322425164;0,000000000000000244927406915145;0,273488867082701;0,470937497470215
"Dendrocopos minor";"Trondheim";"CTA";62;0,743;0,570347253273056;0,0000000000000144284784709493;0,667499343422009;0,653518984387455
"Dendrocopos minor";"Trondheim";"FDA";62;0,743;0,803949800778852;0,000000000000000506891235365762;0,573660061712914;0,806173535660899
"Dendrocopos minor";"Trondheim";"GAM";62;0,743;0,0872305429153596;0,00000000000000000232374451792704;0,0293716614222679;0,167495388792835
"Dendrocopos minor";"Trondheim";"GBM";62;0,743;0,532907533084639;0,0000000000000000107527280182761;0,507742616698413;0,831153563998482
"Dendrocopos minor";"Trondheim";"GLM";62;0,743;0,940224931356694;0,00000000000000000205412478254471;0,360359082691309;0,237294368816088
"Dendrocopos minor";"Trondheim";"RF";62;0,743;0,247817727162481;0,000000000000000734814496706554;0,8068938185501;0,690781775755975
"Dendrocopos minor";"Trondheim";"SRE";62;0,743;NA;0,0000000000914458679257175;0,996987571250787;0,996871211480757
"Dryocopus martius";"Trondheim";"ANN";195;0,711;0,997101855499661;0,886436492634774;0,99903898941669;0,999121062862291
"Dryocopus martius";"Trondheim";"CTA";195;0,711;0,72456542971954;0,656207456869388;0,993754639590519;0,989271905186562
"Dryocopus martius";"Trondheim";"FDA";195;0,711;0,993341839109244;0,993435643958549;0,999987982854991;0,999958200609474
"Dryocopus martius";"Trondheim";"GAM";195;0,711;0,516780355315782;0,941694930505306;0,999893816412437;0,99991880495711
"Dryocopus martius";"Trondheim";"GBM";195;0,711;0,0564817499126468;0,998473909665236;0,999998668139955;0,999998442365886
"Dryocopus martius";"Trondheim";"GLM";195;0,711;0,973477001043572;0,982234305740578;0,999984926227904;0,999915439177767
"Dryocopus martius";"Trondheim";"RF";195;0,711;0,736847174967917;0,999997939978399;0,999999999486356;0,999999999744516
"Dryocopus martius";"Trondheim";"SRE";195;0,711;NA;0,821109599775448;0,999987218240035;0,999987685742337
"Emberiza citrinella";"Trondheim";"ANN";447;0,86;0,88487748674462;0,981426578075049;0,999981957268338;0,9999926159601
"Emberiza citrinella";"Trondheim";"CTA";447;0,86;0,912630392670145;0,999786688649979;0,999999995341764;0,999999994757806
"Emberiza citrinella";"Trondheim";"FDA";447;0,86;0,00108807648556846;0,999969250931575;0,999999999754327;0,999999981390431
"Emberiza citrinella";"Trondheim";"GAM";447;0,86;0,702624472229034;0,999965199691972;0,99999999982841;0,999999991994562
"Emberiza citrinella";"Trondheim";"GBM";447;0,86;0,0000742991461957614;0,999416899753043;0,999999996414516;0,99999995885366
"Emberiza citrinella";"Trondheim";"GLM";447;0,86;0,749193457786386;0,999984259762016;0,999999999945804;0,999999993010343
"Emberiza citrinella";"Trondheim";"RF";447;0,86;0,181903063647529;0,999590861001266;0,999999999215751;0,999999999849892
"Emberiza citrinella";"Trondheim";"SRE";447;0,86;NA;0,975667401916523;0,999999858678424;0,999999848755123
"Emberiza schoeniclus";"Trondheim";"ANN";55;0,731;0,000793326496481223;0,000213661840875065;0,131519054825592;0,0235685265330214
"Emberiza schoeniclus";"Trondheim";"CTA";55;0,731;0,140919063605073;0,0000141979592192142;0,0910331795938543;0,0692471668441617
"Emberiza schoeniclus";"Trondheim";"FDA";55;0,731;0,378507292166025;0,00929683410418485;0,829867862491576;0,774338935112264
"Emberiza schoeniclus";"Trondheim";"GAM";55;0,731;0,109217971029253;0,000970755147704401;0,558175514829018;0,554152016882904
"Emberiza schoeniclus";"Trondheim";"GBM";55;0,731;0,875358982311629;0,00254651199970157;0,792381087156176;0,397655831938676
"Emberiza schoeniclus";"Trondheim";"GLM";55;0,731;0,0798354807154563;0,00603291231465829;0,701143176752922;0,713804108238999
"Emberiza schoeniclus";"Trondheim";"RF";55;0,731;0,999568351694583;0,0243790894508046;0,920653891558435;0,812329446948707
"Emberiza schoeniclus";"Trondheim";"SRE";55;0,731;NA;0,195697782925493;0,997913161547611;0,999194567114266
"Eptesicus nilssonii";"Trondheim";"ANN";13;0,233;0,724741093570488;0,999304208348983;0,999991644802637;0,999368197675212
"Eptesicus nilssonii";"Trondheim";"CTA";13;0,233;0,371709114783652;0,0143552278001257;0,255518463188458;0,13615773083943
"Eptesicus nilssonii";"Trondheim";"FDA";13;0,233;0,0318590125075865;0,246981441463034;0,64496819498518;0,282776375631755
"Eptesicus nilssonii";"Trondheim";"GAM";13;0,233;0,137962770793746;0,464490198801473;0,890461635105418;0,957594372479397
"Eptesicus nilssonii";"Trondheim";"GBM";13;0,233;NA;NA;NA;NA
"Eptesicus nilssonii";"Trondheim";"GLM";13;0,233;0,000676829579285663;0,953230307961861;0,997283227775698;0,986747994894658
"Eptesicus nilssonii";"Trondheim";"RF";13;0,233;0,0242174327919309;0,30366245460619;0,757025568733142;0,680796902684923
"Eptesicus nilssonii";"Trondheim";"SRE";13;0,233;NA;0,00824811737971315;0,255087216414834;0,213518235289793
"Erithacus rubecula";"Trondheim";"ANN";599;0,923;0,109350983747519;0,999008216150521;0,999999737710224;0,999999410179967
"Erithacus rubecula";"Trondheim";"CTA";599;0,923;0,0717722026346157;0,862482433012536;0,999389515083364;0,999793218362678
"Erithacus rubecula";"Trondheim";"FDA";599;0,923;0,0849247208636153;0,992996033826619;0,999998248996215;0,999370147558884
"Erithacus rubecula";"Trondheim";"GAM";599;0,923;0,521163563542343;0,997379177619026;0,999999705978961;0,999979779183622
"Erithacus rubecula";"Trondheim";"GBM";599;0,923;0,426069183633154;0,999695988074822;0,999999989850636;0,99998137030943
"Erithacus rubecula";"Trondheim";"GLM";599;0,923;0,0334296573798643;0,999992867346043;0,999999999661646;0,999999969980216
"Erithacus rubecula";"Trondheim";"RF";599;0,923;0,453464695722281;0,9997950154491;0,999999989332443;0,99999989626124
"Erithacus rubecula";"Trondheim";"SRE";599;0,923;NA;0,999999970801264;0,99999999999863;0,99999999999855
"Ficedula hypoleuca";"Trondheim";"ANN";185;0,838;0,606831057802566;0,958633397069505;0,988585581805346;0,990999960794793
"Ficedula hypoleuca";"Trondheim";"CTA";185;0,838;0,872229269021055;0,716340592092181;0,939592179251301;0,949823586571062
"Ficedula hypoleuca";"Trondheim";"FDA";185;0,838;0,00136147599600507;0,94621250698902;0,995646181725223;0,96029056347546
"Ficedula hypoleuca";"Trondheim";"GAM";185;0,838;0,0187827143591291;0,755605035098357;0,963533026495742;0,987799400425543
"Ficedula hypoleuca";"Trondheim";"GBM";185;0,838;0,025562009669982;0,833462941238644;0,98223123754679;0,972644123999984
"Ficedula hypoleuca";"Trondheim";"GLM";185;0,838;0,104529182040202;0,756370554918096;0,967603700156292;0,95388413003385
"Ficedula hypoleuca";"Trondheim";"RF";185;0,838;0,039097879196571;0,990354706547832;0,999648209980782;0,999589578775343
"Ficedula hypoleuca";"Trondheim";"SRE";185;0,838;NA;0,978317563614958;0,998359128710403;0,998376036123873
"Gallinago gallinago";"Trondheim";"ANN";70;0,835;0,79724772957882;0,0726412430220177;0,469888647330919;0,597734341829196
"Gallinago gallinago";"Trondheim";"CTA";70;0,835;0,962936579691734;0,596204390441275;0,975957389880108;0,87879257590206
"Gallinago gallinago";"Trondheim";"FDA";70;0,835;0,957642030207654;0,65799402633736;0,980932650416479;0,995795700347403
"Gallinago gallinago";"Trondheim";"GAM";70;0,835;0,230853501990479;0,120509867168007;0,674980732023975;0,769663752426349
"Gallinago gallinago";"Trondheim";"GBM";70;0,835;0,00334848065916051;0,0468630435928321;0,516883760442832;0,528639025549173
"Gallinago gallinago";"Trondheim";"GLM";70;0,835;0,0131446775942786;0,111296676760704;0,720436631740658;0,602046696206513
"Gallinago gallinago";"Trondheim";"RF";70;0,835;0,30020249259198;0,0207299018031926;0,388145360086205;0,337760130817737
"Gallinago gallinago";"Trondheim";"SRE";70;0,835;NA;0,378786480931499;0,99075557496742;0,981638042475637
"Garrulus glandarius";"Trondheim";"ANN";230;0,892;0,994461317935354;0,871989158129078;0,89580971463748;0,941611252810849
"Garrulus glandarius";"Trondheim";"CTA";230;0,892;0,27061716555002;0,967807941905855;0,977762846150119;0,890472219101011
"Garrulus glandarius";"Trondheim";"FDA";230;0,892;0,0101565384733298;0,905054958217846;0,933977934276226;0,98478474373434
"Garrulus glandarius";"Trondheim";"GAM";230;0,892;0,14399469182913;0,923157503155048;0,948461305531888;0,980939097834338
"Garrulus glandarius";"Trondheim";"GBM";230;0,892;0,00120756013255328;0,540524958096477;0,606251227069948;0,677788902581074
"Garrulus glandarius";"Trondheim";"GLM";230;0,892;0,0000039181711081304;0,983596900249262;0,989860719439557;0,997130785572367
"Garrulus glandarius";"Trondheim";"RF";230;0,892;0,00951434170029386;0,420652164623254;0,489281189257887;0,356076058063974
"Garrulus glandarius";"Trondheim";"SRE";230;0,892;NA;0,967384667392013;0,979764323978137;0,978875948134646
"Gavia arctica";"Trondheim";"ANN";49;0,064;0,000203571346220868;0,0122706071326065;0,723212824374982;0,713842001167985
"Gavia arctica";"Trondheim";"CTA";49;0,064;0,578945757187165;0,000916557072935524;0,787537674817049;0,871433596562886
"Gavia arctica";"Trondheim";"FDA";49;0,064;0,971323049654071;0,000170242914031794;0,918033052217181;0,811973772494773
"Gavia arctica";"Trondheim";"GAM";49;0,064;0,692301914850247;0,000737851543157519;0,63249844447063;0,688512857147856
"Gavia arctica";"Trondheim";"GBM";49;0,064;0,0335511482904554;0,000000000736444175574537;0,323682158862491;0,634304935220085
"Gavia arctica";"Trondheim";"GLM";49;0,064;0,907047856383517;0,00000192749296733754;0,684343418546194;0,793826965366052
"Gavia arctica";"Trondheim";"RF";49;0,064;0,340827640391095;0,000000000729227745795207;0,443105064549802;0,65104642469378
"Gavia arctica";"Trondheim";"SRE";49;0,064;NA;0,00000000251581248267685;0,000977570678461288;0,000974686663226858
"Gavia stellata";"Trondheim";"ANN";99;0,411;0,446727042238424;0,131592454525931;0,865355446962499;0,929418466196915
"Gavia stellata";"Trondheim";"CTA";99;0,411;0,0186092846679656;0,00183431476783004;0,419331489743121;0,377436098055877
"Gavia stellata";"Trondheim";"FDA";99;0,411;0,160885531996385;0,00751435366028299;0,449760452282537;0,342326922000121
"Gavia stellata";"Trondheim";"GAM";99;0,411;0,926263571073702;0,0451397136859961;0,873333431944231;0,540879421301185
"Gavia stellata";"Trondheim";"GBM";99;0,411;0,825707665479795;0,00785314274972631;0,64746557517569;0,689428469863833
"Gavia stellata";"Trondheim";"GLM";99;0,411;0,457703286097838;0,0023952984005416;0,407803301285128;0,320636992583822
"Gavia stellata";"Trondheim";"RF";99;0,411;0,963736622955523;0,00318106610755989;0,565590080451453;0,831234509300766
"Gavia stellata";"Trondheim";"SRE";99;0,411;NA;0,999288014537654;0,999999981609164;0,999999994450695
"Glaucidium passerinum";"Trondheim";"ANN";40;-0,289;0,545520032763136;0,937355177262276;0,806230382563826;0,91583898479975
"Glaucidium passerinum";"Trondheim";"CTA";40;-0,289;0,238898427757996;0,91065743633547;0,740361593913384;0,651222447061213
"Glaucidium passerinum";"Trondheim";"FDA";40;-0,289;0,778088837749374;0,595008236209111;0,304205076051997;0,172314357589063
"Glaucidium passerinum";"Trondheim";"GAM";40;-0,289;0,52935462587841;0,715758372971286;0,443846570904352;0,464342091311071
"Glaucidium passerinum";"Trondheim";"GBM";40;-0,289;0,929287251174853;0,979708660845256;0,917258417107423;0,937445441722577
"Glaucidium passerinum";"Trondheim";"GLM";40;-0,289;0,557652097603747;0,856518370446693;0,694207047406615;0,669106464029217
"Glaucidium passerinum";"Trondheim";"RF";40;-0,289;0,957899561328277;0,894441936331009;0,716508839003324;0,5
"Glaucidium passerinum";"Trondheim";"SRE";40;-0,289;NA;0,918207394024545;0,700437581031401;0,686893790554477
"Grus grus";"Trondheim";"ANN";171;0,662;0,214960285551995;0,847492097337758;0,999984946977283;0,99999972018233
"Grus grus";"Trondheim";"CTA";171;0,662;0,486083067600172;0,0741927416429314;0,995261575157058;0,998370546499707
"Grus grus";"Trondheim";"FDA";171;0,662;0,300771616011305;0,0130445074570687;0,990437351040822;0,995694674629842
"Grus grus";"Trondheim";"GAM";171;0,662;0,722632295846778;0,00297174080089474;0,985066070765821;0,992648442107491
"Grus grus";"Trondheim";"GBM";171;0,662;0,27727982337026;0,0149121895275075;0,996922284354832;0,999883383622704
"Grus grus";"Trondheim";"GLM";171;0,662;0,938010486729716;0,0155591438665168;0,983277640235586;0,992122566338586
"Grus grus";"Trondheim";"RF";171;0,662;0,426256731058274;0,0034585313673927;0,982793454960488;0,937976624577275
"Grus grus";"Trondheim";"SRE";171;0,662;NA;0,267699817112826;0,99995100082109;0,999951439076387
"Haematopus ostralegus";"Trondheim";"ANN";123;0,511;0,439527272970357;0,000000000000000000000000000183735282045376;0,63882310297069;0,736985241857734
"Haematopus ostralegus";"Trondheim";"CTA";123;0,511;0,724215739656145;0,00000000000000000000248320584657367;0,982334434163841;0,967069509302038
"Haematopus ostralegus";"Trondheim";"FDA";123;0,511;0,358016479187719;0,000000000000000000000000000016694537631033;0,997400167647593;0,915197595160378
"Haematopus ostralegus";"Trondheim";"GAM";123;0,511;0,010239641457983;0,0000000000000000000000000000467915857971961;0,973657714381987;0,813064267088303
"Haematopus ostralegus";"Trondheim";"GBM";123;0,511;0,869192737855389;0,00000000000000000000000000000148242162449229;0,998473866710903;0,992820483903704
"Haematopus ostralegus";"Trondheim";"GLM";123;0,511;0,375306900998127;0,00000000000000000000000000000177554785719606;0,897626841995563;0,935078548226837
"Haematopus ostralegus";"Trondheim";"RF";123;0,511;0,974782100510138;0,000000000000000000000000000000473903323409996;0,990856056694247;0,972115587539687
"Haematopus ostralegus";"Trondheim";"SRE";123;0,511;NA;0,0000000000000000000000000201482792220419;0,18218059633536;0,182217496215916
"Hippolais icterina";"Trondheim";"ANN";133;0,776;0,191826173853656;0,89292531151926;0,999576797627552;0,998267172464747
"Hippolais icterina";"Trondheim";"CTA";133;0,776;0,170520685309604;0,559358993911005;0,992025121803033;0,999734800473739
"Hippolais icterina";"Trondheim";"FDA";133;0,776;0,00696957859768641;0,748752486517918;0,99873192362472;0,999685558150597
"Hippolais icterina";"Trondheim";"GAM";133;0,776;0,000684283997079612;0,365369517704914;0,995821176912836;0,99926810356483
"Hippolais icterina";"Trondheim";"GBM";133;0,776;0,000217072362298914;0,867260733053768;0,999866015374736;0,998963903980445
"Hippolais icterina";"Trondheim";"GLM";133;0,776;0,00337920533215307;0,323482204844042;0,985676611540281;0,971875766633648
"Hippolais icterina";"Trondheim";"RF";133;0,776;0,18257307799173;0,941324133214974;0,999977456790038;0,999881623887434
"Hippolais icterina";"Trondheim";"SRE";133;0,776;NA;0,787261502265589;0,999673021957653;0,999661757428125
"Hirundo rustica";"Trondheim";"ANN";279;0,8;0,000386184816543504;0,0000000225451242193358;0,571956779744508;0,770297182144544
"Hirundo rustica";"Trondheim";"CTA";279;0,8;0,12135205440411;0,000000450786926324443;0,999999616924443;0,999999236128945
"Hirundo rustica";"Trondheim";"FDA";279;0,8;0,003095921325621;0,000000000000814891658417147;0,999999985516849;0,999881071631842
"Hirundo rustica";"Trondheim";"GAM";279;0,8;0,0103582080198259;0,000000000000138066430832451;0,999999411613404;0,999953252537409
"Hirundo rustica";"Trondheim";"GBM";279;0,8;0,0964810637130619;0,0000000000015211911858635;0,999999986113555;0,999999162742872
"Hirundo rustica";"Trondheim";"GLM";279;0,8;0,0444610254930021;0,0000000000000267452581113716;0,999999507869167;0,999986434180895
"Hirundo rustica";"Trondheim";"RF";279;0,8;0,742084666654644;0,0000000000233353559637947;0,999999943720361;0,999993259096272
"Hirundo rustica";"Trondheim";"SRE";279;0,8;NA;0,000000000000776736687038758;0,999972520370605;0,999971608898461
"Lanius excubitor";"Trondheim";"ANN";55;0,808;0,278226399893316;0,0599856735437629;0,958042265333599;0,905513002162152
"Lanius excubitor";"Trondheim";"CTA";55;0,808;0,293002494083429;0,00244480774151592;0,864717568052176;0,838583418254074
"Lanius excubitor";"Trondheim";"FDA";55;0,808;0,200612024644253;0,0830885675804125;0,997429083120474;0,996128164760765
"Lanius excubitor";"Trondheim";"GAM";55;0,808;0,0689991306873201;0,00205211235915723;0,737525308427509;0,391952887343064
"Lanius excubitor";"Trondheim";"GBM";55;0,808;0,99458511632785;0,0143485361092823;0,978963254459947;0,95335918105742
"Lanius excubitor";"Trondheim";"GLM";55;0,808;0,995933949938547;0,0555211722018241;0,995911394977219;0,979762505305092
"Lanius excubitor";"Trondheim";"RF";55;0,808;0,99994139424941;0,106783643076057;0,997525479543579;0,97349487674926
