"Species";"Site";"Model";"Schoener_Cor";"Schoener_Uncor";"Schoener_pvalue";"Pearson_Cor";"Pearson_Uncor";"Pearson_pvalue";"RMSE_Cor";"RMSE_Uncor";"RMSE_pvalue"
"Philoherbas belgiumensis";"Grote Nete";"FDA";0,000379827634373142;0,000228551750901329;0,00238606669716293;-0,289909643968219;-0,29231130006098;0,133630179440723;522,206733319447;521,305490291203;0,933680805017851
"Philoherbas belgiumensis";"Grote Nete";"GBM";0,440430509909753;0,455004401331056;0,998344115817746;-0,318164253752484;-0,300578412969999;0,999683734327758;487,917319630112;484,625816119445;0,999735277165954
"Philoherbas belgiumensis";"Grote Nete";"CTA";0,020681751292622;0,000175375002186196;0,00629855267204597;-0,302354274248274;-0,28156300925165;0,999983919485155;524,216311925273;519,45160844887;0,999806577589157
"Philoherbas belgiumensis";"Grote Nete";"SRE";0,0000397389757908114;0,0000387238084110416;0,0956176369983586;-0,231744114041507;-0,231034540216087;0,841365618093333;509,607681353974;509,473117760082;0,837235015811079
"Philoherbas belgiumensis";"Grote Nete";"RF";0,00349919816284984;0,00298497269107357;0,0312496633381578;-0,325866473877604;-0,3156876931701;0,989687168759269;521,112717808888;519,459702325067;0,976929587718338
"Philoherbagenos belgiumensis";"Grote Nete";"GLM";0,763270633224193;0,762785369464998;0,454460279025354;0,948479308465235;0,946394979622711;0,233040340346155;169,791039357064;173,155114611292;0,108586311162446
"Philoherbagenos belgiumensis";"Grote Nete";"GAM";0,764887940261562;0,756415526363979;0,0931396876517463;0,943786851393622;0,932096847709983;0,00693828439068636;172,012261730233;182,44179605036;0,00697480036019449
"Philoherbagenos belgiumensis";"Grote Nete";"ANN";0,733568979396892;0,730991051296203;0,259737489646477;0,901493896502373;0,883282527714204;0,0000568183972124126;204,022945915153;213,688941374089;0,000424383767462233
"Philoherbagenos belgiumensis";"Grote Nete";"FDA";0,74845763083924;0,743918684553678;0,011351847123208;0,91858372779834;0,914431421780245;0,0287768482911606;191,540304986816;196,31854697011;0,000252520227864927
"Philoherbagenos belgiumensis";"Grote Nete";"GBM";0,74845763083924;0,743918684553678;0,011351847123208;0,91858372779834;0,914431421780245;0,0287768482911606;191,540304986816;196,31854697011;0,000252520227864927
"Philoherbagenos belgiumensis";"Grote Nete";"CTA";0,699792899986784;0,702650445145379;0,74815248217471;0,855144089232062;0,849389043480246;0,0187046680536006;231,197372642866;233,492226878178;0,102151665183665
"Philoherbagenos belgiumensis";"Grote Nete";"SRE";0,605366069725569;0,612619146181649;0,891027665759244;0,811722849334642;0,817290180786343;0,980492060339725;296,99699395007;294,051857647229;0,975514765257978
"Philoherbagenos belgiumensis";"Grote Nete";"RF";0,652771256393872;0,643572709498716;0,0085419352982327;0,84068496584551;0,829297001231224;0,000251945794790174;253,584929310516;260,846499208786;0,000303122340188811
"Philograss belgiumensis";"Grote Nete";"GLM";0,965952522204883;0,937580271200344;0,000000000183655825462985;0,987496922435932;0,968658458259685;0,00000000233189963422295;237,005770489311;268,748607944938;0
"Philograss belgiumensis";"Grote Nete";"GAM";0,965935936178;0,931213678182248;0,0000000000000247008018108895;0,987516911905636;0,964932766898867;0,00000000000243303003266777;237,390575189573;271,291151469107;0
"Philograss belgiumensis";"Grote Nete";"ANN";0,962494232789777;0,884471112641079;0,0000000000000000000000000000000000000251450186266513;0,983483653211931;0,904141437197277;0,0000000000000000000000000000000000000000041570604226597;239,774037896273;298,851640936419;0
"Philograss belgiumensis";"Grote Nete";"FDA";0,95580065851172;0,872206058854911;0,0000000000000000000000000831636709286812;0,978335620805453;0,890609182940391;0,00000000000000000000000145289693080628;246,682473767143;305,809237311942;0
"Philograss belgiumensis";"Grote Nete";"GBM";0,95580065851172;0,842479352714587;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000138336577123194;0,978335620805453;0,898786962441487;0,000000000000000000000000000000000000000000000000170497465635052;246,682473767143;314,134840277464;0
"Philograss belgiumensis";"Grote Nete";"CTA";0,956615756388099;0,894118258629657;0,000000000000458338680999766;0,977272873468248;0,912666896690004;0,000000000000209882329235342;239,95973301301;291,910467480552;0
"Philograss belgiumensis";"Grote Nete";"SRE";0,958096584442531;0,914448840029853;0,000000000000000000000000000000754372150736335;0,965721531312449;0,912622178874156;0,0000000000000000000000000000000000125314596243406;129,667700969058;202,114646309447;0
"Philograss belgiumensis";"Grote Nete";"RF";0,949583211671736;0,84011823951308;0,0000000000000000000000000000000000000000000000000000000000125210438763176;0,972045344823525;0,860261644163748;0,00000000000000000000000000000000000000000000497073971619037;108,583525831967;285,841001987469;0
"Fugiagrisbelgiumensis";"Grote Nete";"GLM";0,465948958995267;0,463498912667858;0,127455014232449;0,836177034280148;0,835901944044409;0,406099659903344;239,395283557175;239,760236794898;0,292717103896478
"Fugiagrisbelgiumensis";"Grote Nete";"GAM";0,468933879715116;0,470293335462878;0,761173129893063;0,83875518562729;0,83999545881681;0,886282702957957;237,977265690828;237,4078807145;0,827894700936399
"Fugiagrisbelgiumensis";"Grote Nete";"ANN";0,455967213435648;0,453002561262236;0,00396702926112498;0,800189988479755;0,800474402570775;0,615829177056221;251,128189393348;251,679888729275;0,0322856207708517
