"Species";"Site";"Model";"CV";"PA";"Group";"Nb Occ.";"Sample Bias";"Jaccard";"Bray-Curtis";"Boyce";"cAUC";"AUC";"TSS"
"Philograss norwayensis";"Trondheim";"FDA";"RUN3";"PA10";"Uncorrected";100;0,958;0,5;0,910727169906983;1;0,755191240586603;0,972;0,95
"Philograss norwayensis";"Trondheim";"FDA";"RUN3";"PA10";"Corrected";100;0,958;0,5;0,910727169906983;1;0,758250850018889;0,971;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA1";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,014;0,763191240586603;0,98;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA1";"Corrected";100;0,958;0,5;0,910727169906983;0,173;0,653250850018889;0,866;0,8
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA2";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,042;0,768191240586603;0,985;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA2";"Corrected";100;0,958;0,5;0,910727169906983;0,101;0,589250850018889;0,802;0,7
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA3";"Uncorrected";100;0,958;0,5;0,910727169906983;0,736;0,671191240586603;0,888;0,75
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA3";"Corrected";100;0,958;0,5;0,910727169906983;-0,374;0,755250850018889;0,968;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA4";"Uncorrected";100;0,958;0,5;0,910727169906983;0,144;0,713191240586603;0,93;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA4";"Corrected";100;0,958;0,5;0,910727169906983;-0,135;0,702250850018889;0,915;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA5";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,128;0,617191240586603;0,834;0,7
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA5";"Corrected";100;0,958;0,5;0,910727169906983;0,662;0,671250850018889;0,884;0,8
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA6";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,138;0,768191240586603;0,985;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA6";"Corrected";100;0,958;0,5;0,910727169906983;-0,017;0,577250850018889;0,79;0,65
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA7";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,204;0,718191240586603;0,935;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA7";"Corrected";100;0,958;0,5;0,910727169906983;0,135;0,787250850018889;1;1
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA8";"Uncorrected";100;0,958;0,5;0,910727169906983;0,742;0,734191240586603;0,951;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA8";"Corrected";100;0,958;0,5;0,910727169906983;-0,295;0,642250850018889;0,855;0,8
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA9";"Uncorrected";100;0,958;0,5;0,910727169906983;0,018;0,711191240586603;0,928;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA9";"Corrected";100;0,958;0,5;0,910727169906983;-0,155;0,690250850018889;0,903;0,789
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA10";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,171;0,668191240586603;0,885;0,8
"Philograss norwayensis";"Trondheim";"RF";"RUN1";"PA10";"Corrected";100;0,958;0,5;0,910727169906983;0,358;0,782250850018889;0,995;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA1";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,376;0,763191240586603;0,98;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA1";"Corrected";100;0,958;0,5;0,910727169906983;-0,09;0,692250850018889;0,905;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA2";"Uncorrected";100;0,958;0,5;0,910727169906983;0,162;0,761191240586603;0,978;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA2";"Corrected";100;0,958;0,5;0,910727169906983;-0,134;0,663250850018889;0,876;0,7
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA3";"Uncorrected";100;0,958;0,5;0,910727169906983;0,254;0,707191240586603;0,924;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA3";"Corrected";100;0,958;0,5;0,910727169906983;-0,219;0,725250850018889;0,938;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA4";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,136;0,742191240586603;0,959;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA4";"Corrected";100;0,958;0,5;0,910727169906983;-0,224;0,777250850018889;0,99;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA5";"Uncorrected";100;0,958;0,5;0,910727169906983;0,191;0,739191240586603;0,956;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA5";"Corrected";100;0,958;0,5;0,910727169906983;0,455;0,723250850018889;0,936;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA6";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,041;0,774191240586603;0,991;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA6";"Corrected";100;0,958;0,5;0,910727169906983;-0,03;0,736250850018889;0,949;0,8
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA7";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,252;0,765191240586603;0,982;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA7";"Corrected";100;0,958;0,5;0,910727169906983;0,06;0,687250850018889;0,9;0,8
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA8";"Uncorrected";100;0,958;0,5;0,910727169906983;0,104;0,783191240586603;1;1
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA8";"Corrected";100;0,958;0,5;0,910727169906983;-0,456;0,636250850018889;0,849;0,75
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA9";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,402;0,781191240586603;0,998;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA9";"Corrected";100;0,958;0,5;0,910727169906983;-0,119;0,761250850018889;0,974;0,895
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA10";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,479;0,759191240586603;0,976;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN2";"PA10";"Corrected";100;0,958;0,5;0,910727169906983;0,5;0,728250850018889;0,941;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA1";"Uncorrected";100;0,958;0,5;0,910727169906983;0,147;0,755191240586603;0,972;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA1";"Corrected";100;0,958;0,5;0,910727169906983;-0,217;0,672250850018889;0,885;0,75
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA2";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,327;0,773191240586603;0,99;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA2";"Corrected";100;0,958;0,5;0,910727169906983;0,313;0,681250850018889;0,894;0,8
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA3";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,252;0,758191240586603;0,975;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA3";"Corrected";100;0,958;0,5;0,910727169906983;0,363;0,736250850018889;0,949;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA4";"Uncorrected";100;0,958;0,5;0,910727169906983;0,228;0,781191240586603;0,998;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA4";"Corrected";100;0,958;0,5;0,910727169906983;-0,029;0,717250850018889;0,93;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA5";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,597;0,754191240586603;0,971;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA5";"Corrected";100;0,958;0,5;0,910727169906983;-0,304;0,643250850018889;0,856;0,75
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA6";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,085;0,722191240586603;0,939;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA6";"Corrected";100;0,958;0,5;0,910727169906983;0,033;0,781250850018889;0,994;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA7";"Uncorrected";100;0,958;0,5;0,910727169906983;-0,234;0,684191240586603;0,901;0,85
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA7";"Corrected";100;0,958;0,5;0,910727169906983;0,221;0,725250850018889;0,938;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA8";"Uncorrected";100;0,958;0,5;0,910727169906983;0,39;0,745191240586603;0,962;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA8";"Corrected";100;0,958;0,5;0,910727169906983;0,117;0,729250850018889;0,942;0,9
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA9";"Uncorrected";100;0,958;0,5;0,910727169906983;0,379;0,783191240586603;1;1
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA9";"Corrected";100;0,958;0,5;0,910727169906983;-0,007;0,688250850018889;0,901;0,795
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA10";"Uncorrected";100;0,958;0,5;0,910727169906983;0,214;0,748191240586603;0,965;0,95
"Philograss norwayensis";"Trondheim";"RF";"RUN3";"PA10";"Corrected";100;0,958;0,5;0,910727169906983;0,326;0,735250850018889;0,948;0,9
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA1";"Uncorrected";80;0,777;0,5;0,866820155092036;0,743;0,667941183986371;0,766;0,625
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA1";"Corrected";80;0,777;0,5;0,866820155092036;-0,364;0,685453865606936;0,758;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA2";"Uncorrected";80;0,777;0,5;0,866820155092036;0,042;0,510941183986371;0,609;0,188
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA2";"Corrected";80;0,777;0,5;0,866820155092036;0,201;0,572453865606936;0,645;0,25
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA3";"Uncorrected";80;0,777;0,5;0,866820155092036;0,436;0,530941183986371;0,629;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA3";"Corrected";80;0,777;0,5;0,866820155092036;0,957;0,665453865606936;0,738;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA4";"Uncorrected";80;0,777;0,5;0,866820155092036;0,81;0,672941183986371;0,771;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA4";"Corrected";80;0,777;0,5;0,866820155092036;0,321;0,773453865606937;0,846;0,688
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA5";"Uncorrected";80;0,777;0,5;0,866820155092036;0,638;0,713941183986371;0,812;0,625
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA5";"Corrected";80;0,777;0,5;0,866820155092036;-0,165;0,509453865606936;0,582;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA6";"Uncorrected";80;0,777;0,5;0,866820155092036;0,567;0,555941183986371;0,654;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA6";"Corrected";80;0,777;0,5;0,866820155092036;-0,538;0,454453865606937;0,527;0,312
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA7";"Uncorrected";80;0,777;0,5;0,866820155092036;0,833;0,635941183986371;0,734;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA7";"Corrected";80;0,777;0,5;0,866820155092036;-0,102;0,745453865606936;0,818;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA8";"Uncorrected";80;0,777;0,5;0,866820155092036;0,547;0,651941183986371;0,75;0,625
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA8";"Corrected";80;0,777;0,5;0,866820155092036;-0,447;0,665453865606936;0,738;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA9";"Uncorrected";80;0,777;0,5;0,866820155092036;0,606;0,803941183986371;0,902;0,75
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA9";"Corrected";80;0,777;0,5;0,866820155092036;-0,646;0,579453865606937;0,652;0,312
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA10";"Uncorrected";80;0,777;0,5;0,866820155092036;0,241;0,592941183986371;0,691;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN1";"PA10";"Corrected";80;0,777;0,5;0,866820155092036;0,164;0,554453865606936;0,627;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA1";"Uncorrected";80;0,777;0,5;0,866820155092036;0,774;0,544941183986371;0,643;0,312
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA1";"Corrected";80;0,777;0,5;0,866820155092036;-0,462;0,722453865606936;0,795;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA2";"Uncorrected";80;0,777;0,5;0,866820155092036;0,702;0,514941183986371;0,613;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA2";"Corrected";80;0,777;0,5;0,866820155092036;0,07;0,706453865606936;0,779;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA3";"Uncorrected";80;0,777;0,5;0,866820155092036;0,519;0,589941183986371;0,688;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA3";"Corrected";80;0,777;0,5;0,866820155092036;-0,507;0,615453865606936;0,688;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA4";"Uncorrected";80;0,777;0,5;0,866820155092036;0,738;0,614941183986371;0,713;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA4";"Corrected";80;0,777;0,5;0,866820155092036;0,547;0,634453865606936;0,707;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA5";"Uncorrected";80;0,777;0,5;0,866820155092036;0,882;0,602941183986371;0,701;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA5";"Corrected";80;0,777;0,5;0,866820155092036;-0,165;0,447453865606936;0,52;0,25
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA6";"Uncorrected";80;0,777;0,5;0,866820155092036;0,474;0,622941183986371;0,721;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA6";"Corrected";80;0,777;0,5;0,866820155092036;-0,386;0,534453865606936;0,607;0,312
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA7";"Uncorrected";80;0,777;0,5;0,866820155092036;0,465;0,717941183986371;0,816;0,625
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA7";"Corrected";80;0,777;0,5;0,866820155092036;-0,412;0,634453865606936;0,707;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA8";"Uncorrected";80;0,777;0,5;0,866820155092036;0,346;0,678941183986371;0,777;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA8";"Corrected";80;0,777;0,5;0,866820155092036;0,398;0,656453865606937;0,729;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA9";"Uncorrected";80;0,777;0,5;0,866820155092036;0,501;0,630941183986371;0,729;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA9";"Corrected";80;0,777;0,5;0,866820155092036;-0,511;0,673453865606936;0,746;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA10";"Uncorrected";80;0,777;0,5;0,866820155092036;0,876;0,606941183986371;0,705;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN2";"PA10";"Corrected";80;0,777;0,5;0,866820155092036;-0,019;0,689453865606936;0,762;0,625
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA1";"Uncorrected";80;0,777;0,5;0,866820155092036;0,658;0,645941183986371;0,744;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA1";"Corrected";80;0,777;0,5;0,866820155092036;0,21;0,587453865606937;0,66;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA2";"Uncorrected";80;0,777;0,5;0,866820155092036;0,786;0,764941183986371;0,863;0,688
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA2";"Corrected";80;0,777;0,5;0,866820155092036;0,202;0,693453865606936;0,766;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA3";"Uncorrected";80;0,777;0,5;0,866820155092036;0,571;0,620941183986371;0,719;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA3";"Corrected";80;0,777;0,5;0,866820155092036;0,478;0,482453865606937;0,555;0,188
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA4";"Uncorrected";80;0,777;0,5;0,866820155092036;0,622;0,637941183986371;0,736;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA4";"Corrected";80;0,777;0,5;0,866820155092036;-0,195;0,636453865606937;0,709;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA5";"Uncorrected";80;0,777;0,5;0,866820155092036;0,7;0,768941183986371;0,867;0,688
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA5";"Corrected";80;0,777;0,5;0,866820155092036;0,055;0,593453865606936;0,666;0,5
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA6";"Uncorrected";80;0,777;0,5;0,866820155092036;0,485;0,524941183986371;0,623;0,312
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA6";"Corrected";80;0,777;0,5;0,866820155092036;-0,115;0,542453865606936;0,615;0,312
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA7";"Uncorrected";80;0,777;0,5;0,866820155092036;0,709;0,462941183986371;0,561;0,25
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA7";"Corrected";80;0,777;0,5;0,866820155092036;0,412;0,581453865606936;0,654;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA8";"Uncorrected";80;0,777;0,5;0,866820155092036;0,206;0,706941183986372;0,805;0,562
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA8";"Corrected";80;0,777;0,5;0,866820155092036;-0,457;0,532453865606936;0,605;0,375
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA9";"Uncorrected";80;0,777;0,5;0,866820155092036;0,497;0,796941183986371;0,895;0,75
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA9";"Corrected";80;0,777;0,5;0,866820155092036;-0,061;0,646453865606936;0,719;0,438
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA10";"Uncorrected";80;0,777;0,5;0,866820155092036;0,462;0,551941183986371;0,65;0,312
"Philoherbagenos norwayensis";"Trondheim";"GLM";"RUN3";"PA10";"Corrected";80;0,777;0,5;0,866820155092036;-0,491;0,681453865606936;0,754;0,562
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA1";"Uncorrected";80;0,777;0,5;0,866820155092036;0,28;0,505941183986371;0,604;0,375
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA1";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA2";"Uncorrected";80;0,777;0,5;0,866820155092036;0,197;0,563941183986371;0,662;0,312
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA2";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA3";"Uncorrected";80;0,777;0,5;0,866820155092036;0,718;0,612941183986371;0,711;0,438
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA3";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA4";"Uncorrected";80;0,777;0,5;0,866820155092036;0,218;0,612941183986371;0,711;0,5
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA4";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA5";"Uncorrected";80;0,777;0,5;0,866820155092036;0,627;0,671941183986371;0,77;0,5
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA5";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA6";"Uncorrected";80;0,777;0,5;0,866820155092036;0,424;0,555941183986371;0,654;0,375
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA6";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA7";"Uncorrected";80;0,777;0,5;0,866820155092036;0,858;0,559941183986371;0,658;0,375
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA7";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA8";"Uncorrected";80;0,777;0,5;0,866820155092036;0,755;0,690941183986371;0,789;0,562
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA8";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA9";"Uncorrected";80;0,777;0,5;0,866820155092036;0,392;0,749941183986371;0,848;0,812
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA9";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA10";"Uncorrected";80;0,777;0,5;0,866820155092036;-0,064;0,454941183986371;0,553;0,25
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN1";"PA10";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA1";"Uncorrected";80;0,777;0,5;0,866820155092036;0,435;0,633941183986371;0,732;0,438
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA1";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA2";"Uncorrected";80;0,777;0,5;0,866820155092036;0,317;0,508941183986371;0,607;0,312
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA2";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA3";"Uncorrected";80;0,777;0,5;0,866820155092036;0,484;0,589941183986371;0,688;0,312
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA3";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA4";"Uncorrected";80;0,777;0,5;0,866820155092036;0,558;0,596941183986371;0,695;0,438
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA4";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA5";"Uncorrected";80;0,777;0,5;0,866820155092036;-0,049;0,510941183986371;0,609;0,312
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA5";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA6";"Uncorrected";80;0,777;0,5;0,866820155092036;0,433;0,514941183986371;0,613;0,25
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA6";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA7";"Uncorrected";80;0,777;0,5;0,866820155092036;0,042;0,553941183986371;0,652;0,5
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA7";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA8";"Uncorrected";80;0,777;0,5;0,866820155092036;0,755;0,667941183986371;0,766;0,562
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA8";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA9";"Uncorrected";80;0,777;0,5;0,866820155092036;0,164;0,643941183986371;0,742;0,562
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA9";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA10";"Uncorrected";80;0,777;0,5;0,866820155092036;0,75;0,581941183986372;0,68;0,312
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN2";"PA10";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA1";"Uncorrected";80;0,777;0,5;0,866820155092036;0,567;0,546941183986371;0,645;0,375
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA1";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA2";"Uncorrected";80;0,777;0,5;0,866820155092036;0,787;0,731941183986371;0,83;0,75
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA2";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA3";"Uncorrected";80;0,777;0,5;0,866820155092036;0,734;0,561941183986371;0,66;0,312
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA3";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA4";"Uncorrected";80;0,777;0,5;0,866820155092036;0,572;0,626941183986371;0,725;0,375
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA4";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA5";"Uncorrected";80;0,777;0,5;0,866820155092036;0,467;0,667941183986371;0,766;0,5
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA5";"Corrected";80;0,777;0,5;0,866820155092036;NA;NA;NA;NA
"Philoherbagenos norwayensis";"Trondheim";"GBM";"RUN3";"PA6";"Uncorrected";80;0,777;0,5;0,866820155092036;0,71;0,557941183986371;0,656;0,312
